"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","57","Add Spend Without Description[Chromium]","tests.api","Sun Feb 08 19:57:10 UTC 2026","passed","Sun Feb 08 19:57:10 UTC 2026","TestApiSpends","test_api_spends","",""
"","453","Create New Spending[Chromium]","tests.ui","Sun Feb 08 19:57:32 UTC 2026","passed","Sun Feb 08 19:57:32 UTC 2026","TestSpendPage","test_spending","",""
"","9","Get User Info By Not Exist Username","tests.soap","Sun Feb 08 19:57:43 UTC 2026","passed","Sun Feb 08 19:57:43 UTC 2026","TestSoapNiffler","test_soap","",""
"","155","Create Category[Chromium]","tests.ui","Sun Feb 08 19:57:25 UTC 2026","passed","Sun Feb 08 19:57:25 UTC 2026","TestCategories","test_profile_page","",""
"","35","Message Should Be Produced To Userdata After Kafka Event","tests.kafka","Sun Feb 08 19:57:42 UTC 2026","passed","Sun Feb 08 19:57:43 UTC 2026","TestAuthRegistrationKafka","test_kafka","",""
"","11","Get User Info By Exist Username","tests.soap","Sun Feb 08 19:57:43 UTC 2026","passed","Sun Feb 08 19:57:43 UTC 2026","TestSoapNiffler","test_soap","",""
"","195","Spending Title Statistic Exists[Chromium]","tests.ui","Sun Feb 08 19:57:30 UTC 2026","passed","Sun Feb 08 19:57:30 UTC 2026","TestSpendPage","test_spending","",""
"","630","Delete Spending[Chromium-Joshuaborough-School]","tests.ui","Sun Feb 08 19:57:35 UTC 2026","passed","Sun Feb 08 19:57:36 UTC 2026","TestSpendPage","test_spending","",""
"","6","Check Category In Database[Chromium-Lisatown-Database]","tests.ui","Sun Feb 08 19:57:16 UTC 2026","passed","Sun Feb 08 19:57:16 UTC 2026","TestDatabase","test_category_db","",""
"","65","Add Spend With Minimal Amount[Chromium]","tests.api","Sun Feb 08 19:57:11 UTC 2026","passed","Sun Feb 08 19:57:11 UTC 2026","TestApiSpends","test_api_spends","",""
"","187","Message Should Be Produced To Kafka After Successful Registration","tests.kafka","Sun Feb 08 19:57:42 UTC 2026","passed","Sun Feb 08 19:57:42 UTC 2026","TestAuthRegistrationKafka","test_kafka","",""
"","9","Check Spend In Db[Chromium-Some-Database]","tests.ui","Sun Feb 08 19:57:18 UTC 2026","passed","Sun Feb 08 19:57:18 UTC 2026","TestDatabase","test_category_db","",""
