"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","94","Navigate From Authorization To Registration[Chromium]","tests.ui","Thu Feb 05 20:52:07 UTC 2026","passed","Thu Feb 05 20:52:07 UTC 2026","TestAuthentication","test_login_page","",""
"","236","Create User Name[Chromium]","tests.ui","Thu Feb 05 20:52:14 UTC 2026","passed","Thu Feb 05 20:52:14 UTC 2026","TestProfileInfo","test_profile_page","",""
"","167","Add New Category[Chromium]","tests.api","Thu Feb 05 20:51:51 UTC 2026","passed","Thu Feb 05 20:51:51 UTC 2026","TestCategory","test_api_category","",""
"","661","Delete All Spending[Chromium-West Melanieview-City]","tests.ui","Thu Feb 05 20:52:24 UTC 2026","passed","Thu Feb 05 20:52:24 UTC 2026","TestSpendPage","test_spending","",""
"","188","Message Should Be Produced To Kafka After Successful Registration","tests.kafka","Thu Feb 05 20:52:27 UTC 2026","passed","Thu Feb 05 20:52:27 UTC 2026","TestAuthRegistrationKafka","test_kafka","",""
"","618","Delete Spending[Chromium-Joshuaborough-School]","tests.ui","Thu Feb 05 20:52:20 UTC 2026","passed","Thu Feb 05 20:52:21 UTC 2026","TestSpendPage","test_spending","",""
"","238","Login User With Invalid Login Or Password[Chromium]","tests.ui","Thu Feb 05 20:52:08 UTC 2026","passed","Thu Feb 05 20:52:08 UTC 2026","TestAuthentication","test_login_page","",""
"","34","Message Should Be Produced To Userdata After Kafka Event","tests.kafka","Thu Feb 05 20:52:27 UTC 2026","passed","Thu Feb 05 20:52:27 UTC 2026","TestAuthRegistrationKafka","test_kafka","",""
"","9","Get User Info By Not Exist Username","tests.soap","Thu Feb 05 20:52:27 UTC 2026","passed","Thu Feb 05 20:52:27 UTC 2026","TestSoapNiffler","test_soap","",""
"","1193","Edit Spending Currency Usd[Chromium-Herrerafurt-Country]","tests.ui","Thu Feb 05 20:52:26 UTC 2026","passed","Thu Feb 05 20:52:27 UTC 2026","TestSpendPage","test_spending","",""
"","0","Api Auth[Chromium]","tests.api","Thu Feb 05 20:51:52 UTC 2026","passed","Thu Feb 05 20:51:52 UTC 2026","TestApiSpends","test_api_spends","",""
"","36","Update Spend Currency Eur[Chromium-New Jamesside-Vehicles]","tests.api","Thu Feb 05 20:52:00 UTC 2026","passed","Thu Feb 05 20:52:00 UTC 2026","TestApiSpends","test_api_spends","",""
"","351","Registration New User With Forbidden Name[Chromium]","tests.ui","Thu Feb 05 20:52:09 UTC 2026","passed","Thu Feb 05 20:52:09 UTC 2026","TestAuthentication","test_login_page","",""
"","8","Check Spend In Db[Chromium-Some-Database]","tests.ui","Thu Feb 05 20:52:03 UTC 2026","passed","Thu Feb 05 20:52:03 UTC 2026","TestDatabase","test_category_db","",""
"","153","Add Same Category[Chromium-School]","tests.ui","Thu Feb 05 20:52:12 UTC 2026","passed","Thu Feb 05 20:52:12 UTC 2026","TestCategories","test_profile_page","",""
"","1079","Authentication User[Chromium]","tests.ui","Thu Feb 05 20:52:05 UTC 2026","passed","Thu Feb 05 20:52:06 UTC 2026","TestAuthentication","test_login_page","",""
"","650","Delete Spending After Action[Chromium-Qa.Guru Python Advanced 2-Car]","tests.ui","Thu Feb 05 20:52:22 UTC 2026","passed","Thu Feb 05 20:52:23 UTC 2026","TestSpendPage","test_spending","",""
"","55","Add Spend With Category Name[Chromium]","tests.api","Thu Feb 05 20:51:54 UTC 2026","passed","Thu Feb 05 20:51:54 UTC 2026","TestApiSpends","test_api_spends","",""
"","36","Update Spend Description[Chromium-New Roberttown-Vehicles]","tests.api","Thu Feb 05 20:51:59 UTC 2026","passed","Thu Feb 05 20:51:59 UTC 2026","TestApiSpends","test_api_spends","",""
"","1075","Delete Spending Via Ui[Chromium]","tests.ui","Thu Feb 05 20:52:18 UTC 2026","passed","Thu Feb 05 20:52:19 UTC 2026","TestSpendPage","test_spending","",""
"","423","Registration New User[Chromium]","tests.ui","Thu Feb 05 20:52:04 UTC 2026","passed","Thu Feb 05 20:52:04 UTC 2026","TestAuthentication","test_login_page","",""
"","55","Add Spend Without Description[Chromium]","tests.api","Thu Feb 05 20:51:55 UTC 2026","passed","Thu Feb 05 20:51:55 UTC 2026","TestApiSpends","test_api_spends","",""
"","157","Add Empty Name Category[Chromium]","tests.ui","Thu Feb 05 20:52:11 UTC 2026","passed","Thu Feb 05 20:52:11 UTC 2026","TestCategories","test_profile_page","",""
"","413","Create New Spending[Chromium]","tests.ui","Thu Feb 05 20:52:16 UTC 2026","passed","Thu Feb 05 20:52:17 UTC 2026","TestSpendPage","test_spending","",""
"","141","Spending Title Statistic Exists[Chromium]","tests.ui","Thu Feb 05 20:52:15 UTC 2026","passed","Thu Feb 05 20:52:15 UTC 2026","TestSpendPage","test_spending","",""
"","10","Get User Info By Exist Username","tests.soap","Thu Feb 05 20:52:27 UTC 2026","passed","Thu Feb 05 20:52:27 UTC 2026","TestSoapNiffler","test_soap","",""
"","35","Get All Categories[Chromium-Awesome]","tests.api","Thu Feb 05 20:51:51 UTC 2026","passed","Thu Feb 05 20:51:51 UTC 2026","TestCategory","test_api_category","",""
"","159","Create Category[Chromium]","tests.ui","Thu Feb 05 20:52:10 UTC 2026","passed","Thu Feb 05 20:52:10 UTC 2026","TestCategories","test_profile_page","",""
"","96","Add Spend[Chromium]","tests.api","Thu Feb 05 20:51:53 UTC 2026","passed","Thu Feb 05 20:51:53 UTC 2026","TestApiSpends","test_api_spends","",""
"","7","Check Category In Database[Chromium-Lisatown-Database]","tests.ui","Thu Feb 05 20:52:01 UTC 2026","passed","Thu Feb 05 20:52:01 UTC 2026","TestDatabase","test_category_db","",""
"","391","Remove Spend[Chromium-Lake Curtis]","tests.api","Thu Feb 05 20:51:58 UTC 2026","passed","Thu Feb 05 20:51:58 UTC 2026","TestApiSpends","test_api_spends","",""
"","24","Profile Title[Chromium]","tests.ui","Thu Feb 05 20:52:13 UTC 2026","passed","Thu Feb 05 20:52:13 UTC 2026","TestProfileInfo","test_profile_page","",""
"","52","Add Spend With Minimal Amount[Chromium]","tests.api","Thu Feb 05 20:51:56 UTC 2026","passed","Thu Feb 05 20:51:56 UTC 2026","TestApiSpends","test_api_spends","",""
