"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","158","Add Empty Name Category[Chromium]","tests.ui","Mon Feb 09 18:36:22 UTC 2026","passed","Mon Feb 09 18:36:23 UTC 2026","TestCategories","test_profile_page","",""
"","662","Delete Spending[Chromium-Joshuaborough-School]","tests.ui","Mon Feb 09 18:36:32 UTC 2026","passed","Mon Feb 09 18:36:33 UTC 2026","TestSpendPage","test_spending","",""
"","34","Message Should Be Produced To Userdata After Kafka Event","tests.kafka","Mon Feb 09 18:36:40 UTC 2026","passed","Mon Feb 09 18:36:40 UTC 2026","TestAuthRegistrationKafka","test_kafka","",""
"","377","Registration New User With Forbidden Name[Chromium]","tests.ui","Mon Feb 09 18:36:20 UTC 2026","passed","Mon Feb 09 18:36:21 UTC 2026","TestAuthentication","test_login_page","",""
"","56","Add Spend Without Description[Chromium]","tests.api","Mon Feb 09 18:36:07 UTC 2026","passed","Mon Feb 09 18:36:07 UTC 2026","TestApiSpends","test_api_spends","",""
"","1090","Authentication User[Chromium]","tests.ui","Mon Feb 09 18:36:16 UTC 2026","passed","Mon Feb 09 18:36:18 UTC 2026","TestAuthentication","test_login_page","",""
"","26","Update Spend Currency Eur[Chromium-New Jamesside-Vehicles]","tests.api","Mon Feb 09 18:36:12 UTC 2026","passed","Mon Feb 09 18:36:12 UTC 2026","TestApiSpends","test_api_spends","",""
"","405","Registration New User[Chromium]","tests.ui","Mon Feb 09 18:36:15 UTC 2026","passed","Mon Feb 09 18:36:16 UTC 2026","TestAuthentication","test_login_page","",""
"","251","Create User Name[Chromium]","tests.ui","Mon Feb 09 18:36:25 UTC 2026","passed","Mon Feb 09 18:36:26 UTC 2026","TestProfileInfo","test_profile_page","",""
"","629","Delete Spending After Action[Chromium-Qa.Guru Python Advanced 2-Car]","tests.ui","Mon Feb 09 18:36:34 UTC 2026","passed","Mon Feb 09 18:36:35 UTC 2026","TestSpendPage","test_spending","",""
"","55","Add Spend With Minimal Amount[Chromium]","tests.api","Mon Feb 09 18:36:08 UTC 2026","passed","Mon Feb 09 18:36:08 UTC 2026","TestApiSpends","test_api_spends","",""
"","123","Spending Title Statistic Exists[Chromium]","tests.ui","Mon Feb 09 18:36:27 UTC 2026","passed","Mon Feb 09 18:36:27 UTC 2026","TestSpendPage","test_spending","",""
"","269","Login User With Invalid Login Or Password[Chromium]","tests.ui","Mon Feb 09 18:36:19 UTC 2026","passed","Mon Feb 09 18:36:19 UTC 2026","TestAuthentication","test_login_page","",""
"","8","Get User Info By Not Exist Username","tests.soap","Mon Feb 09 18:36:40 UTC 2026","passed","Mon Feb 09 18:36:40 UTC 2026","TestSoapNiffler","test_soap","",""
"","36","Get All Categories[Chromium-Awesome]","tests.api","Mon Feb 09 18:36:03 UTC 2026","passed","Mon Feb 09 18:36:03 UTC 2026","TestCategory","test_api_category","",""
"","55","Add Spend With Category Name[Chromium]","tests.api","Mon Feb 09 18:36:06 UTC 2026","passed","Mon Feb 09 18:36:06 UTC 2026","TestApiSpends","test_api_spends","",""
"","6","Check Category In Database[Chromium-Lisatown-Database]","tests.ui","Mon Feb 09 18:36:13 UTC 2026","passed","Mon Feb 09 18:36:13 UTC 2026","TestDatabase","test_category_db","",""
"","842","Delete All Spending[Chromium-West Melanieview-City]","tests.ui","Mon Feb 09 18:36:36 UTC 2026","passed","Mon Feb 09 18:36:37 UTC 2026","TestSpendPage","test_spending","",""
"","50","Remove Spend[Chromium-Lake Curtis]","tests.api","Mon Feb 09 18:36:09 UTC 2026","passed","Mon Feb 09 18:36:09 UTC 2026","TestApiSpends","test_api_spends","",""
"","146","Message Should Be Produced To Kafka After Successful Registration","tests.kafka","Mon Feb 09 18:36:40 UTC 2026","passed","Mon Feb 09 18:36:40 UTC 2026","TestAuthRegistrationKafka","test_kafka","",""
"","155","Add New Category[Chromium]","tests.api","Mon Feb 09 18:36:02 UTC 2026","passed","Mon Feb 09 18:36:03 UTC 2026","TestCategory","test_api_category","",""
"","514","Create New Spending[Chromium]","tests.ui","Mon Feb 09 18:36:28 UTC 2026","passed","Mon Feb 09 18:36:29 UTC 2026","TestSpendPage","test_spending","",""
"","23","Profile Title[Chromium]","tests.ui","Mon Feb 09 18:36:25 UTC 2026","passed","Mon Feb 09 18:36:25 UTC 2026","TestProfileInfo","test_profile_page","",""
"","98","Add Spend[Chromium]","tests.api","Mon Feb 09 18:36:05 UTC 2026","passed","Mon Feb 09 18:36:05 UTC 2026","TestApiSpends","test_api_spends","",""
"","0","Api Auth[Chromium]","tests.api","Mon Feb 09 18:36:04 UTC 2026","passed","Mon Feb 09 18:36:04 UTC 2026","TestApiSpends","test_api_spends","",""
"","11","Get User Info By Exist Username","tests.soap","Mon Feb 09 18:36:40 UTC 2026","passed","Mon Feb 09 18:36:40 UTC 2026","TestSoapNiffler","test_soap","",""
"","6","Check Spend In Db[Chromium-Some-Database]","tests.ui","Mon Feb 09 18:36:14 UTC 2026","passed","Mon Feb 09 18:36:14 UTC 2026","TestDatabase","test_category_db","",""
"","1184","Delete Spending Via Ui[Chromium]","tests.ui","Mon Feb 09 18:36:30 UTC 2026","passed","Mon Feb 09 18:36:31 UTC 2026","TestSpendPage","test_spending","",""
"","1225","Edit Spending Currency Usd[Chromium-Herrerafurt-Country]","tests.ui","Mon Feb 09 18:36:38 UTC 2026","passed","Mon Feb 09 18:36:39 UTC 2026","TestSpendPage","test_spending","",""
"","36","Update Spend Description[Chromium-New Roberttown-Vehicles]","tests.api","Mon Feb 09 18:36:11 UTC 2026","passed","Mon Feb 09 18:36:11 UTC 2026","TestApiSpends","test_api_spends","",""
"","99","Navigate From Authorization To Registration[Chromium]","tests.ui","Mon Feb 09 18:36:18 UTC 2026","passed","Mon Feb 09 18:36:18 UTC 2026","TestAuthentication","test_login_page","",""
"","153","Add Same Category[Chromium-School]","tests.ui","Mon Feb 09 18:36:23 UTC 2026","passed","Mon Feb 09 18:36:24 UTC 2026","TestCategories","test_profile_page","",""
"","152","Create Category[Chromium]","tests.ui","Mon Feb 09 18:36:21 UTC 2026","passed","Mon Feb 09 18:36:22 UTC 2026","TestCategories","test_profile_page","",""
