"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1092","Authentication User[Chromium]","tests.ui","Thu Feb 05 19:05:25 UTC 2026","passed","Thu Feb 05 19:05:26 UTC 2026","TestAuthentication","test_login_page","",""
"","193","Add New Category[Chromium]","tests.api","Thu Feb 05 19:05:11 UTC 2026","passed","Thu Feb 05 19:05:11 UTC 2026","TestCategory","test_api_category","",""
"","7","Check Category In Database[Chromium-Lisatown-Database]","tests.ui","Thu Feb 05 19:05:21 UTC 2026","passed","Thu Feb 05 19:05:21 UTC 2026","TestDatabase","test_category_db","",""
"","15","Get User Info By Exist Username","tests.soap","Thu Feb 05 19:05:48 UTC 2026","passed","Thu Feb 05 19:05:48 UTC 2026","TestSoapNiffler","test_soap","",""
"","12","Get User Info By Not Exist Username","tests.soap","Thu Feb 05 19:05:48 UTC 2026","passed","Thu Feb 05 19:05:48 UTC 2026","TestSoapNiffler","test_soap","",""
"","156","Add Same Category[Chromium-School]","tests.ui","Thu Feb 05 19:05:32 UTC 2026","passed","Thu Feb 05 19:05:32 UTC 2026","TestCategories","test_profile_page","",""
"","239","Create User Name[Chromium]","tests.ui","Thu Feb 05 19:05:34 UTC 2026","passed","Thu Feb 05 19:05:34 UTC 2026","TestProfileInfo","test_profile_page","",""
"","58","Add Spend Without Description[Chromium]","tests.api","Thu Feb 05 19:05:16 UTC 2026","passed","Thu Feb 05 19:05:16 UTC 2026","TestApiSpends","test_api_spends","",""
"","0","Api Auth[Chromium]","tests.api","Thu Feb 05 19:05:12 UTC 2026","passed","Thu Feb 05 19:05:12 UTC 2026","TestApiSpends","test_api_spends","",""
"","37","Get All Categories[Chromium-Awesome]","tests.api","Thu Feb 05 19:05:11 UTC 2026","passed","Thu Feb 05 19:05:11 UTC 2026","TestCategory","test_api_category","",""
"","1112","Delete Spending Via Ui[Chromium]","tests.ui","Thu Feb 05 19:05:38 UTC 2026","passed","Thu Feb 05 19:05:39 UTC 2026","TestSpendPage","test_spending","",""
"","395","Registration New User[Chromium]","tests.ui","Thu Feb 05 19:05:24 UTC 2026","passed","Thu Feb 05 19:05:24 UTC 2026","TestAuthentication","test_login_page","",""
"","60","Add Spend With Category Name[Chromium]","tests.api","Thu Feb 05 19:05:15 UTC 2026","passed","Thu Feb 05 19:05:15 UTC 2026","TestApiSpends","test_api_spends","",""
"","112","Spending Title Statistic Exists[Chromium]","tests.ui","Thu Feb 05 19:05:35 UTC 2026","passed","Thu Feb 05 19:05:36 UTC 2026","TestSpendPage","test_spending","",""
"","156","Create Category[Chromium]","tests.ui","Thu Feb 05 19:05:30 UTC 2026","passed","Thu Feb 05 19:05:30 UTC 2026","TestCategories","test_profile_page","",""
"","23","Check Spend In Db[Chromium-Some-Database]","tests.ui","Thu Feb 05 19:05:23 UTC 2026","passed","Thu Feb 05 19:05:23 UTC 2026","TestDatabase","test_category_db","",""
"","50","Remove Spend[Chromium-Lake Curtis]","tests.api","Thu Feb 05 19:05:18 UTC 2026","passed","Thu Feb 05 19:05:18 UTC 2026","TestApiSpends","test_api_spends","",""
"","195","Message Should Be Produced To Kafka After Successful Registration","tests.kafka","Thu Feb 05 19:05:48 UTC 2026","passed","Thu Feb 05 19:05:48 UTC 2026","TestAuthRegistrationKafka","test_kafka","",""
"","58","Add Spend With Minimal Amount[Chromium]","tests.api","Thu Feb 05 19:05:17 UTC 2026","passed","Thu Feb 05 19:05:17 UTC 2026","TestApiSpends","test_api_spends","",""
"","409","Registration New User With Forbidden Name[Chromium]","tests.ui","Thu Feb 05 19:05:29 UTC 2026","passed","Thu Feb 05 19:05:29 UTC 2026","TestAuthentication","test_login_page","",""
"","439","Create New Spending[Chromium]","tests.ui","Thu Feb 05 19:05:37 UTC 2026","passed","Thu Feb 05 19:05:37 UTC 2026","TestSpendPage","test_spending","",""
"","33","Profile Title[Chromium]","tests.ui","Thu Feb 05 19:05:33 UTC 2026","passed","Thu Feb 05 19:05:33 UTC 2026","TestProfileInfo","test_profile_page","",""
"","634","Delete Spending[Chromium-Joshuaborough-School]","tests.ui","Thu Feb 05 19:05:41 UTC 2026","passed","Thu Feb 05 19:05:41 UTC 2026","TestSpendPage","test_spending","",""
"","94","Navigate From Authorization To Registration[Chromium]","tests.ui","Thu Feb 05 19:05:27 UTC 2026","passed","Thu Feb 05 19:05:27 UTC 2026","TestAuthentication","test_login_page","",""
"","723","Delete Spending After Action[Chromium-Qa.Guru Python Advanced 2-Car]","tests.ui","Thu Feb 05 19:05:42 UTC 2026","passed","Thu Feb 05 19:05:43 UTC 2026","TestSpendPage","test_spending","",""
