"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_api_auth[chromium]","tests.api","Thu Feb 05 17:19:51 UTC 2026","broken","Thu Feb 05 17:19:51 UTC 2026","TestApiSpends","test_api_spends","",""
"","5180","Authentication User[Chromium]","tests.ui","Thu Feb 05 17:19:53 UTC 2026","failed","Thu Feb 05 17:19:59 UTC 2026","TestAuthentication","test_login_page","",""
"","461","Get User Info By Exist Username","tests.soap","Thu Feb 05 17:19:52 UTC 2026","failed","Thu Feb 05 17:19:52 UTC 2026","TestSoapNiffler","test_soap","",""
"","0","test_edit_spending_currency_usd[chromium-Herrerafurt-country]","tests.ui","Thu Feb 05 17:19:51 UTC 2026","failed","Thu Feb 05 17:19:51 UTC 2026","TestSpendPage","test_spending","",""
"","0","test_get_all_categories[chromium-awesome]","tests.api","Thu Feb 05 17:19:51 UTC 2026","failed","Thu Feb 05 17:19:51 UTC 2026","TestCategory","test_api_category","",""
"","0","test_add_same_category[chromium-school]","tests.ui","Thu Feb 05 17:19:52 UTC 2026","failed","Thu Feb 05 17:19:52 UTC 2026","TestCategories","test_profile_page","",""
"","276","Login User With Invalid Login Or Password[Chromium]","tests.ui","Thu Feb 05 17:19:54 UTC 2026","passed","Thu Feb 05 17:19:54 UTC 2026","TestAuthentication","test_login_page","",""
"","0","test_profile_title[chromium]","tests.ui","Thu Feb 05 17:19:52 UTC 2026","failed","Thu Feb 05 17:19:52 UTC 2026","TestProfileInfo","test_profile_page","",""
"","0","test_add_spend[chromium]","tests.api","Thu Feb 05 17:19:52 UTC 2026","failed","Thu Feb 05 17:19:52 UTC 2026","TestApiSpends","test_api_spends","",""
"","0","test_check_category_in_database[chromium-Lisatown-database]","tests.ui","Thu Feb 05 17:19:51 UTC 2026","failed","Thu Feb 05 17:19:51 UTC 2026","TestDatabase","test_category_db","",""
"","0","test_update_spend_currency_eur[chromium-New Jamesside-vehicles]","tests.api","Thu Feb 05 17:19:51 UTC 2026","failed","Thu Feb 05 17:19:51 UTC 2026","TestApiSpends","test_api_spends","",""
"","466","Message Should Be Produced To Kafka After Successful Registration","tests.kafka","Thu Feb 05 17:19:51 UTC 2026","passed","Thu Feb 05 17:19:51 UTC 2026","TestAuthRegistrationKafka","test_kafka","",""
"","696","Registration New User[Chromium]","tests.ui","Thu Feb 05 17:19:52 UTC 2026","passed","Thu Feb 05 17:19:53 UTC 2026","TestAuthentication","test_login_page","",""
"","0","test_delete_all_spending[chromium-West Melanieview-city]","tests.ui","Thu Feb 05 17:19:51 UTC 2026","failed","Thu Feb 05 17:19:51 UTC 2026","TestSpendPage","test_spending","",""
"","0","test_add_empty_name_category[chromium]","tests.ui","Thu Feb 05 17:19:53 UTC 2026","failed","Thu Feb 05 17:19:53 UTC 2026","TestCategories","test_profile_page","",""
"","0","test_spending_title_statistic_exists[chromium]","tests.ui","Thu Feb 05 17:19:52 UTC 2026","failed","Thu Feb 05 17:19:52 UTC 2026","TestSpendPage","test_spending","",""
"","0","test_create_category[chromium]","tests.ui","Thu Feb 05 17:19:47 UTC 2026","failed","Thu Feb 05 17:19:47 UTC 2026","TestCategories","test_profile_page","",""
"","0","test_delete_spending[chromium-Joshuaborough-school]","tests.ui","Thu Feb 05 17:19:51 UTC 2026","failed","Thu Feb 05 17:19:51 UTC 2026","TestSpendPage","test_spending","",""
"","0","test_check_spend_in_db[chromium-some-database]","tests.ui","Thu Feb 05 17:19:51 UTC 2026","failed","Thu Feb 05 17:19:51 UTC 2026","TestDatabase","test_category_db","",""
"","0","test_add_spend_with_minimal_amount[chromium]","tests.api","Thu Feb 05 17:19:52 UTC 2026","failed","Thu Feb 05 17:19:52 UTC 2026","TestApiSpends","test_api_spends","",""
"","0","test_add_spend_without_description[chromium]","tests.api","Thu Feb 05 17:19:52 UTC 2026","failed","Thu Feb 05 17:19:52 UTC 2026","TestApiSpends","test_api_spends","",""
"","0","test_add_spend_with_category_name[chromium]","tests.api","Thu Feb 05 17:19:52 UTC 2026","failed","Thu Feb 05 17:19:52 UTC 2026","TestApiSpends","test_api_spends","",""
"","0","test_update_spend_description[chromium-New Roberttown-vehicles]","tests.api","Thu Feb 05 17:19:41 UTC 2026","failed","Thu Feb 05 17:19:41 UTC 2026","TestApiSpends","test_api_spends","",""
"","0","test_delete_spending_after_action[chromium-QA.GURU Python Advanced 2-car]","tests.ui","Thu Feb 05 17:19:51 UTC 2026","failed","Thu Feb 05 17:19:51 UTC 2026","TestSpendPage","test_spending","",""
"","112","Message Should Be Produced To Userdata After Kafka Event","tests.kafka","Thu Feb 05 17:19:51 UTC 2026","broken","Thu Feb 05 17:19:52 UTC 2026","TestAuthRegistrationKafka","test_kafka","",""
"","37","Get User Info By Not Exist Username","tests.soap","Thu Feb 05 17:19:52 UTC 2026","passed","Thu Feb 05 17:19:52 UTC 2026","TestSoapNiffler","test_soap","",""
"","0","test_delete_spending_via_ui[chromium]","tests.ui","Thu Feb 05 17:19:41 UTC 2026","failed","Thu Feb 05 17:19:41 UTC 2026","TestSpendPage","test_spending","",""
"","1180","Registration New User With Forbidden Name[Chromium]","tests.ui","Thu Feb 05 17:19:45 UTC 2026","passed","Thu Feb 05 17:19:47 UTC 2026","TestAuthentication","test_login_page","",""
"","0","test_add_new_category[chromium]","tests.api","Thu Feb 05 17:19:41 UTC 2026","failed","Thu Feb 05 17:19:41 UTC 2026","TestCategory","test_api_category","",""
"","153","Navigate From Authorization To Registration[Chromium]","tests.ui","Thu Feb 05 17:19:53 UTC 2026","passed","Thu Feb 05 17:19:53 UTC 2026","TestAuthentication","test_login_page","",""
"","0","test_create_new_spending[chromium]","tests.ui","Thu Feb 05 17:19:52 UTC 2026","failed","Thu Feb 05 17:19:52 UTC 2026","TestSpendPage","test_spending","",""
"","0","test_remove_spend[chromium-Lake Curtis]","tests.api","Thu Feb 05 17:19:52 UTC 2026","failed","Thu Feb 05 17:19:52 UTC 2026","TestApiSpends","test_api_spends","",""
"","0","test_create_user_name[chromium]","tests.ui","Thu Feb 05 17:19:52 UTC 2026","failed","Thu Feb 05 17:19:52 UTC 2026","TestProfileInfo","test_profile_page","",""
