"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","39","Message Should Be Produced To Userdata After Kafka Event","tests.kafka","Sun Feb 08 20:14:02 UTC 2026","passed","Sun Feb 08 20:14:02 UTC 2026","TestAuthRegistrationKafka","test_kafka","",""
"","351","Registration New User With Forbidden Name[Chromium]","tests.ui","Sun Feb 08 20:13:43 UTC 2026","passed","Sun Feb 08 20:13:43 UTC 2026","TestAuthentication","test_login_page","",""
"","238","Login User With Invalid Login Or Password[Chromium]","tests.ui","Sun Feb 08 20:13:41 UTC 2026","passed","Sun Feb 08 20:13:42 UTC 2026","TestAuthentication","test_login_page","",""
"","152","Message Should Be Produced To Kafka After Successful Registration","tests.kafka","Sun Feb 08 20:14:02 UTC 2026","passed","Sun Feb 08 20:14:02 UTC 2026","TestAuthRegistrationKafka","test_kafka","",""
"","656","Delete Spending After Action[Chromium-Qa.Guru Python Advanced 2-Car]","tests.ui","Sun Feb 08 20:13:57 UTC 2026","passed","Sun Feb 08 20:13:57 UTC 2026","TestSpendPage","test_spending","",""
"","25","Profile Title[Chromium]","tests.ui","Sun Feb 08 20:13:47 UTC 2026","passed","Sun Feb 08 20:13:47 UTC 2026","TestProfileInfo","test_profile_page","",""
"","8","Check Spend In Db[Chromium-Some-Database]","tests.ui","Sun Feb 08 20:13:36 UTC 2026","passed","Sun Feb 08 20:13:36 UTC 2026","TestDatabase","test_category_db","",""
"","62","Add Spend With Minimal Amount[Chromium]","tests.api","Sun Feb 08 20:13:30 UTC 2026","passed","Sun Feb 08 20:13:30 UTC 2026","TestApiSpends","test_api_spends","",""
"","43","Get All Categories[Chromium-Awesome]","tests.api","Sun Feb 08 20:13:24 UTC 2026","passed","Sun Feb 08 20:13:24 UTC 2026","TestCategory","test_api_category","",""
"","631","Delete Spending[Chromium-Joshuaborough-School]","tests.ui","Sun Feb 08 20:13:55 UTC 2026","passed","Sun Feb 08 20:13:56 UTC 2026","TestSpendPage","test_spending","",""
"","1107","Authentication User[Chromium]","tests.ui","Sun Feb 08 20:13:39 UTC 2026","passed","Sun Feb 08 20:13:40 UTC 2026","TestAuthentication","test_login_page","",""
"","167","Create Category[Chromium]","tests.ui","Sun Feb 08 20:13:44 UTC 2026","passed","Sun Feb 08 20:13:44 UTC 2026","TestCategories","test_profile_page","",""
"","57","Remove Spend[Chromium-Lake Curtis]","tests.api","Sun Feb 08 20:13:31 UTC 2026","passed","Sun Feb 08 20:13:31 UTC 2026","TestApiSpends","test_api_spends","",""
"","134","Navigate From Authorization To Registration[Chromium]","tests.ui","Sun Feb 08 20:13:41 UTC 2026","passed","Sun Feb 08 20:13:41 UTC 2026","TestAuthentication","test_login_page","",""
"","252","Create User Name[Chromium]","tests.ui","Sun Feb 08 20:13:48 UTC 2026","passed","Sun Feb 08 20:13:48 UTC 2026","TestProfileInfo","test_profile_page","",""
"","170","Add New Category[Chromium]","tests.api","Sun Feb 08 20:13:24 UTC 2026","passed","Sun Feb 08 20:13:24 UTC 2026","TestCategory","test_api_category","",""
"","13","Get User Info By Not Exist Username","tests.soap","Sun Feb 08 20:14:02 UTC 2026","passed","Sun Feb 08 20:14:02 UTC 2026","TestSoapNiffler","test_soap","",""
"","13","Get User Info By Exist Username","tests.soap","Sun Feb 08 20:14:02 UTC 2026","passed","Sun Feb 08 20:14:02 UTC 2026","TestSoapNiffler","test_soap","",""
"","639","Delete All Spending[Chromium-West Melanieview-City]","tests.ui","Sun Feb 08 20:13:59 UTC 2026","passed","Sun Feb 08 20:13:59 UTC 2026","TestSpendPage","test_spending","",""
"","5","Check Category In Database[Chromium-Lisatown-Database]","tests.ui","Sun Feb 08 20:13:35 UTC 2026","passed","Sun Feb 08 20:13:35 UTC 2026","TestDatabase","test_category_db","",""
"","31","Update Spend Currency Eur[Chromium-New Jamesside-Vehicles]","tests.api","Sun Feb 08 20:13:34 UTC 2026","passed","Sun Feb 08 20:13:34 UTC 2026","TestApiSpends","test_api_spends","",""
"","1161","Delete Spending Via Ui[Chromium]","tests.ui","Sun Feb 08 20:13:52 UTC 2026","passed","Sun Feb 08 20:13:54 UTC 2026","TestSpendPage","test_spending","",""
"","475","Create New Spending[Chromium]","tests.ui","Sun Feb 08 20:13:51 UTC 2026","passed","Sun Feb 08 20:13:51 UTC 2026","TestSpendPage","test_spending","",""
"","159","Add Same Category[Chromium-School]","tests.ui","Sun Feb 08 20:13:46 UTC 2026","passed","Sun Feb 08 20:13:46 UTC 2026","TestCategories","test_profile_page","",""
"","113","Add Spend[Chromium]","tests.api","Sun Feb 08 20:13:27 UTC 2026","passed","Sun Feb 08 20:13:27 UTC 2026","TestApiSpends","test_api_spends","",""
"","58","Add Spend Without Description[Chromium]","tests.api","Sun Feb 08 20:13:29 UTC 2026","passed","Sun Feb 08 20:13:29 UTC 2026","TestApiSpends","test_api_spends","",""
"","60","Add Spend With Category Name[Chromium]","tests.api","Sun Feb 08 20:13:28 UTC 2026","passed","Sun Feb 08 20:13:28 UTC 2026","TestApiSpends","test_api_spends","",""
"","1289","Edit Spending Currency Usd[Chromium-Herrerafurt-Country]","tests.ui","Sun Feb 08 20:14:01 UTC 2026","passed","Sun Feb 08 20:14:02 UTC 2026","TestSpendPage","test_spending","",""
"","169","Spending Title Statistic Exists[Chromium]","tests.ui","Sun Feb 08 20:13:50 UTC 2026","passed","Sun Feb 08 20:13:50 UTC 2026","TestSpendPage","test_spending","",""
"","404","Registration New User[Chromium]","tests.ui","Sun Feb 08 20:13:37 UTC 2026","passed","Sun Feb 08 20:13:38 UTC 2026","TestAuthentication","test_login_page","",""
"","0","Api Auth[Chromium]","tests.api","Sun Feb 08 20:13:26 UTC 2026","passed","Sun Feb 08 20:13:26 UTC 2026","TestApiSpends","test_api_spends","",""
"","169","Add Empty Name Category[Chromium]","tests.ui","Sun Feb 08 20:13:45 UTC 2026","passed","Sun Feb 08 20:13:45 UTC 2026","TestCategories","test_profile_page","",""
"","42","Update Spend Description[Chromium-New Roberttown-Vehicles]","tests.api","Sun Feb 08 20:13:32 UTC 2026","passed","Sun Feb 08 20:13:32 UTC 2026","TestApiSpends","test_api_spends","",""
